,percentage,tierBased,maker,taker,tiers,precision,limits,id,symbol,base,quote,baseId,quoteId,type,future,spot,active,info
TRU/USDT,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1.0, 'price': 2.5e-05}","{'amount': {'min': 1.0, 'max': None}, 'price': {'min': 2.5e-05, 'max': None}, 'cost': {'min': None, 'max': None}}",TRU/USDT,TRU/USDT,TRU,USDT,TRU,USDT,spot,False,True,True,"{'name': 'TRU/USDT', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.000025', 'sizeIncrement': '1.0', 'minProvideSize': '1.0', 'last': '0.2642', 'bid': '0.264425', 'ask': '0.26485', 'price': '0.264425', 'type': 'spot', 'baseCurrency': 'TRU', 'quoteCurrency': 'USDT', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '-0.007693029364855991', 'change24h': '0.0', 'changeBod': '-0.002169811320754717', 'quoteVolume24h': '14827.263325', 'volumeUsd24h': '14827.022381970968'}"
TRX-PERP,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1.0, 'price': 2.5e-06}","{'amount': {'min': 1.0, 'max': None}, 'price': {'min': 2.5e-06, 'max': None}, 'cost': {'min': None, 'max': None}}",TRX-PERP,TRX-PERP,TRX,USD,TRX,USD,future,True,False,True,"{'name': 'TRX-PERP', 'enabled': True, 'postOnly': False, 'priceIncrement': '2.5e-6', 'sizeIncrement': '1.0', 'minProvideSize': '1.0', 'last': '0.07244', 'bid': '0.0724375', 'ask': '0.07244', 'price': '0.07244', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'TRX', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '0.00249100470523111', 'change24h': '0.04222717790087044', 'changeBod': '0.05137880986937591', 'quoteVolume24h': '17574088.5083925', 'volumeUsd24h': '17574088.5083925'}"
TRX-0625,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1.0, 'price': 2.5e-06}","{'amount': {'min': 1.0, 'max': None}, 'price': {'min': 2.5e-06, 'max': None}, 'cost': {'min': None, 'max': None}}",TRX-0625,TRX-0625,TRX,USD,TRX,USD,future,True,False,True,"{'name': 'TRX-0625', 'enabled': True, 'postOnly': False, 'priceIncrement': '2.5e-6', 'sizeIncrement': '1.0', 'minProvideSize': '1.0', 'last': '0.07238', 'bid': '0.0723675', 'ask': '0.0724525', 'price': '0.07238', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'TRX', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '0.0033268644302744664', 'change24h': '0.041401388439264775', 'changeBod': '0.05146177592155438', 'quoteVolume24h': '1158574.181475', 'volumeUsd24h': '1158574.181475'}"
TRX-0924,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1.0, 'price': 2.5e-06}","{'amount': {'min': 1.0, 'max': None}, 'price': {'min': 2.5e-06, 'max': None}, 'cost': {'min': None, 'max': None}}",TRX-0924,TRX-0924,TRX,USD,TRX,USD,future,True,False,True,"{'name': 'TRX-0924', 'enabled': True, 'postOnly': False, 'priceIncrement': '2.5e-6', 'sizeIncrement': '1.0', 'minProvideSize': '1.0', 'last': '0.07211', 'bid': '0.072045', 'ask': '0.07213', 'price': '0.07211', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'TRX', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '0.003513899036287096', 'change24h': '0.04495888128102018', 'changeBod': '0.053739085960618126', 'quoteVolume24h': '445465.13882', 'volumeUsd24h': '445465.13882'}"
TRX/BTC,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1.0, 'price': 1e-08}","{'amount': {'min': 1.0, 'max': None}, 'price': {'min': 1e-08, 'max': None}, 'cost': {'min': None, 'max': None}}",TRX/BTC,TRX/BTC,TRX,BTC,TRX,BTC,spot,False,True,True,"{'name': 'TRX/BTC', 'enabled': True, 'postOnly': False, 'priceIncrement': '1e-8', 'sizeIncrement': '1.0', 'minProvideSize': '1.0', 'last': '1.87e-6', 'bid': '1.85e-6', 'ask': '1.87e-6', 'price': '1.87e-6', 'type': 'spot', 'baseCurrency': 'TRX', 'quoteCurrency': 'BTC', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '0.010810810810810811', 'change24h': '0.0446927374301676', 'changeBod': '0.0446927374301676', 'quoteVolume24h': '0.00317466', 'volumeUsd24h': '123.73427485073198'}"
TRX/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1.0, 'price': 2.5e-06}","{'amount': {'min': 1.0, 'max': None}, 'price': {'min': 2.5e-06, 'max': None}, 'cost': {'min': None, 'max': None}}",TRX/USD,TRX/USD,TRX,USD,TRX,USD,spot,False,True,True,"{'name': 'TRX/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '2.5e-6', 'sizeIncrement': '1.0', 'minProvideSize': '1.0', 'last': '0.072435', 'bid': '0.07245', 'ask': '0.0725', 'price': '0.07245', 'type': 'spot', 'baseCurrency': 'TRX', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '0.003427859146151449', 'change24h': '0.04214614499424626', 'changeBod': '0.0522493736610871', 'quoteVolume24h': '280103.8003', 'volumeUsd24h': '280103.8003'}"
TRX/USDT,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1.0, 'price': 2.5e-06}","{'amount': {'min': 1.0, 'max': None}, 'price': {'min': 2.5e-06, 'max': None}, 'cost': {'min': None, 'max': None}}",TRX/USDT,TRX/USDT,TRX,USDT,TRX,USDT,spot,False,True,True,"{'name': 'TRX/USDT', 'enabled': True, 'postOnly': False, 'priceIncrement': '2.5e-6', 'sizeIncrement': '1.0', 'minProvideSize': '1.0', 'last': '0.07242', 'bid': '0.0724175', 'ask': '0.072535', 'price': '0.07242', 'type': 'spot', 'baseCurrency': 'TRX', 'quoteCurrency': 'USDT', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '0.002734604866904358', 'change24h': '0.042426859548742306', 'changeBod': '0.050516772438803266', 'quoteVolume24h': '183721.8479975', 'volumeUsd24h': '183718.86251747003'}"
TRYB-PERP,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1.0, 'price': 1e-05}","{'amount': {'min': 1.0, 'max': None}, 'price': {'min': 1e-05, 'max': None}, 'cost': {'min': None, 'max': None}}",TRYB-PERP,TRYB-PERP,TRYB,USD,TRYB,USD,future,True,False,True,"{'name': 'TRYB-PERP', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.00001', 'sizeIncrement': '1.0', 'minProvideSize': '1.0', 'last': '0.11452', 'bid': '0.11452', 'ask': '0.11453', 'price': '0.11452', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'TRYB', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '-0.0041739130434782605', 'change24h': '-0.021112915633814858', 'changeBod': '-0.010968131963036531', 'quoteVolume24h': '71073.88509', 'volumeUsd24h': '71073.88509'}"
TRYB-0625,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1.0, 'price': 1e-05}","{'amount': {'min': 1.0, 'max': None}, 'price': {'min': 1e-05, 'max': None}, 'cost': {'min': None, 'max': None}}",TRYB-0625,TRYB-0625,TRYB,USD,TRYB,USD,future,True,False,True,"{'name': 'TRYB-0625', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.00001', 'sizeIncrement': '1.0', 'minProvideSize': '1.0', 'last': '0.11523', 'bid': '0.11393', 'ask': '0.11468', 'price': '0.11468', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'TRYB', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '-0.0033026247175386753', 'change24h': '-0.018150684931506848', 'changeBod': '-0.004773062570511152', 'quoteVolume24h': '352.69531', 'volumeUsd24h': '352.69531'}"
TRYB/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.1, 'price': 1e-05}","{'amount': {'min': 0.1, 'max': None}, 'price': {'min': 1e-05, 'max': None}, 'cost': {'min': None, 'max': None}}",TRYB/USD,TRYB/USD,TRYB,USD,TRYB,USD,spot,False,True,True,"{'name': 'TRYB/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.00001', 'sizeIncrement': '0.1', 'minProvideSize': '0.1', 'last': '0.1149', 'bid': '0.11467', 'ask': '0.11468', 'price': '0.11468', 'type': 'spot', 'baseCurrency': 'TRYB', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '-0.0039086250325718755', 'change24h': '-0.01991282796342193', 'changeBod': '-0.010611681477008023', 'quoteVolume24h': '797640.063959', 'volumeUsd24h': '797640.063959'}"
TSLA-0625,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.01, 'price': 0.05}","{'amount': {'min': 0.01, 'max': None}, 'price': {'min': 0.05, 'max': None}, 'cost': {'min': None, 'max': None}}",TSLA-0625,TSLA-0625,TSLA,USD,TSLA,USD,future,True,False,True,"{'name': 'TSLA-0625', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.05', 'sizeIncrement': '0.01', 'minProvideSize': '0.01', 'last': '620.8', 'bid': '620.25', 'ask': '620.65', 'price': '620.65', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'TSLA', 'restricted': True, 'tokenizedEquity': True, 'highLeverageFeeExempt': False, 'change1h': '0.010090324680608675', 'change24h': '0.037529254429956534', 'changeBod': '0.03312526009155223', 'quoteVolume24h': '293417.1475', 'volumeUsd24h': '293417.1475'}"
TSLA-0924,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.01, 'price': 0.05}","{'amount': {'min': 0.01, 'max': None}, 'price': {'min': 0.05, 'max': None}, 'cost': {'min': None, 'max': None}}",TSLA-0924,TSLA-0924,TSLA,USD,TSLA,USD,future,True,False,True,"{'name': 'TSLA-0924', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.05', 'sizeIncrement': '0.01', 'minProvideSize': '0.01', 'last': '618.0', 'bid': '620.8', 'ask': '621.75', 'price': '620.8', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'TSLA', 'restricted': True, 'tokenizedEquity': True, 'highLeverageFeeExempt': False, 'change1h': '0.008774780630484237', 'change24h': '0.03509795748228429', 'changeBod': '0.021304598173891586', 'quoteVolume24h': '1711.1745', 'volumeUsd24h': '1711.1745'}"
TSLA/BTC,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.01, 'price': 2.5e-06}","{'amount': {'min': 0.01, 'max': None}, 'price': {'min': 2.5e-06, 'max': None}, 'cost': {'min': None, 'max': None}}",TSLA/BTC,TSLA/BTC,TSLA,BTC,TSLA,BTC,spot,False,True,True,"{'name': 'TSLA/BTC', 'enabled': True, 'postOnly': False, 'priceIncrement': '2.5e-6', 'sizeIncrement': '0.01', 'minProvideSize': '0.01', 'last': '0.01583', 'bid': '0.01592', 'ask': '0.01594', 'price': '0.01592', 'type': 'spot', 'baseCurrency': 'TSLA', 'quoteCurrency': 'BTC', 'underlying': None, 'restricted': True, 'tokenizedEquity': True, 'highLeverageFeeExempt': True, 'change1h': '0.005685407454200884', 'change24h': '0.029254889283982545', 'changeBod': '0.006003159557661927', 'quoteVolume24h': '0.0029699', 'volumeUsd24h': '115.75363121694572'}"
TSLA/DOGE,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.01, 'price': 1.0}","{'amount': {'min': 0.01, 'max': None}, 'price': {'min': 1.0, 'max': None}, 'cost': {'min': None, 'max': None}}",TSLA/DOGE,TSLA/DOGE,TSLA,DOGE,TSLA,DOGE,spot,False,True,True,"{'name': 'TSLA/DOGE', 'enabled': True, 'postOnly': False, 'priceIncrement': '1.0', 'sizeIncrement': '0.01', 'minProvideSize': '0.01', 'last': '1914.0', 'bid': '2001.0', 'ask': '2010.0', 'price': '2001.0', 'type': 'spot', 'baseCurrency': 'TSLA', 'quoteCurrency': 'DOGE', 'underlying': None, 'restricted': True, 'tokenizedEquity': True, 'highLeverageFeeExempt': True, 'change1h': '0.005022601707684581', 'change24h': '0.03038105046343975', 'changeBod': '0.03038105046343975', 'quoteVolume24h': '0.0', 'volumeUsd24h': '0.0'}"
TSLA/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.01, 'price': 0.05}","{'amount': {'min': 0.01, 'max': None}, 'price': {'min': 0.05, 'max': None}, 'cost': {'min': None, 'max': None}}",TSLA/USD,TSLA/USD,TSLA,USD,TSLA,USD,spot,False,True,True,"{'name': 'TSLA/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.05', 'sizeIncrement': '0.01', 'minProvideSize': '0.01', 'last': '621.3', 'bid': '620.55', 'ask': '620.7', 'price': '620.7', 'type': 'spot', 'baseCurrency': 'TSLA', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': True, 'tokenizedEquity': True, 'highLeverageFeeExempt': True, 'change1h': '0.009268292682926829', 'change24h': '0.035708326380777575', 'changeBod': '0.02569610840287532', 'quoteVolume24h': '99064.1795', 'volumeUsd24h': '99064.1795'}"
TSM-0625,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.005, 'price': 0.05}","{'amount': {'min': 0.005, 'max': None}, 'price': {'min': 0.05, 'max': None}, 'cost': {'min': None, 'max': None}}",TSM-0625,TSM-0625,TSM,USD,TSM,USD,future,True,False,True,"{'name': 'TSM-0625', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.05', 'sizeIncrement': '0.005', 'minProvideSize': '0.005', 'last': '119.8', 'bid': '120.1', 'ask': '120.2', 'price': '120.1', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'TSM', 'restricted': True, 'tokenizedEquity': True, 'highLeverageFeeExempt': False, 'change1h': '0.0016680567139282735', 'change24h': '0.01350210970464135', 'changeBod': '0.01693480101608806', 'quoteVolume24h': '999.731', 'volumeUsd24h': '999.731'}"
TSM-0924,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.005, 'price': 0.05}","{'amount': {'min': 0.005, 'max': None}, 'price': {'min': 0.05, 'max': None}, 'cost': {'min': None, 'max': None}}",TSM-0924,TSM-0924,TSM,USD,TSM,USD,future,True,False,True,"{'name': 'TSM-0924', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.05', 'sizeIncrement': '0.005', 'minProvideSize': '0.005', 'last': '117.05', 'bid': '120.15', 'ask': '120.25', 'price': '120.15', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'TSM', 'restricted': True, 'tokenizedEquity': True, 'highLeverageFeeExempt': False, 'change1h': '0.0016673614005835765', 'change24h': '0.01008827238335435', 'changeBod': '0.02211824755423224', 'quoteVolume24h': '9375.07025', 'volumeUsd24h': '9375.07025'}"
TSM/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.005, 'price': 0.05}","{'amount': {'min': 0.005, 'max': None}, 'price': {'min': 0.05, 'max': None}, 'cost': {'min': None, 'max': None}}",TSM/USD,TSM/USD,TSM,USD,TSM,USD,spot,False,True,True,"{'name': 'TSM/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.05', 'sizeIncrement': '0.005', 'minProvideSize': '0.005', 'last': '120.15', 'bid': '120.05', 'ask': '120.2', 'price': '120.15', 'type': 'spot', 'baseCurrency': 'TSM', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': True, 'tokenizedEquity': True, 'highLeverageFeeExempt': True, 'change1h': '0.002085070892410342', 'change24h': '0.010513036164844407', 'changeBod': '0.021683673469387755', 'quoteVolume24h': '1443.23625', 'volumeUsd24h': '1443.23625'}"
TWTR-0625,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.05, 'price': 0.005}","{'amount': {'min': 0.05, 'max': None}, 'price': {'min': 0.005, 'max': None}, 'cost': {'min': None, 'max': None}}",TWTR-0625,TWTR-0625,TWTR,USD,TWTR,USD,future,True,False,True,"{'name': 'TWTR-0625', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.005', 'sizeIncrement': '0.05', 'minProvideSize': '0.05', 'last': '61.3', 'bid': '61.605', 'ask': '61.645', 'price': '61.605', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'TWTR', 'restricted': True, 'tokenizedEquity': True, 'highLeverageFeeExempt': False, 'change1h': '0.013573543928923988', 'change24h': '0.010912372825730227', 'changeBod': '0.030442418666889688', 'quoteVolume24h': '58505.83675', 'volumeUsd24h': '58505.83675'}"
TWTR-0924,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.05, 'price': 0.005}","{'amount': {'min': 0.05, 'max': None}, 'price': {'min': 0.005, 'max': None}, 'cost': {'min': None, 'max': None}}",TWTR-0924,TWTR-0924,TWTR,USD,TWTR,USD,future,True,False,True,"{'name': 'TWTR-0924', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.005', 'sizeIncrement': '0.05', 'minProvideSize': '0.05', 'last': None, 'bid': '61.66', 'ask': '61.73', 'price': '61.695', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'TWTR', 'restricted': True, 'tokenizedEquity': True, 'highLeverageFeeExempt': False, 'change1h': '0.01309577568865717', 'change24h': '0.010523729577003399', 'changeBod': '0.03281158449820039', 'quoteVolume24h': '0.0', 'volumeUsd24h': '0.0'}"
TWTR/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.05, 'price': 0.005}","{'amount': {'min': 0.05, 'max': None}, 'price': {'min': 0.005, 'max': None}, 'cost': {'min': None, 'max': None}}",TWTR/USD,TWTR/USD,TWTR,USD,TWTR,USD,spot,False,True,True,"{'name': 'TWTR/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.005', 'sizeIncrement': '0.05', 'minProvideSize': '0.05', 'last': '60.34', 'bid': '61.6', 'ask': '61.685', 'price': '61.6', 'type': 'spot', 'baseCurrency': 'TWTR', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': True, 'tokenizedEquity': True, 'highLeverageFeeExempt': True, 'change1h': '0.01415870925255186', 'change24h': '0.01066447908121411', 'changeBod': '0.030703589057140466', 'quoteVolume24h': '320.2585', 'volumeUsd24h': '320.2585'}"
UBER-0625,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.05, 'price': 0.005}","{'amount': {'min': 0.05, 'max': None}, 'price': {'min': 0.005, 'max': None}, 'cost': {'min': None, 'max': None}}",UBER-0625,UBER-0625,UBER,USD,UBER,USD,future,True,False,True,"{'name': 'UBER-0625', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.005', 'sizeIncrement': '0.05', 'minProvideSize': '0.05', 'last': '48.64', 'bid': '48.735', 'ask': '48.81', 'price': '48.735', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'UBER', 'restricted': True, 'tokenizedEquity': True, 'highLeverageFeeExempt': False, 'change1h': '-0.01515610791148833', 'change24h': '-0.0071304879291025774', 'changeBod': '0.001953125', 'quoteVolume24h': '53184.085', 'volumeUsd24h': '53184.085'}"
UBER-0924,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.05, 'price': 0.005}","{'amount': {'min': 0.05, 'max': None}, 'price': {'min': 0.005, 'max': None}, 'cost': {'min': None, 'max': None}}",UBER-0924,UBER-0924,UBER,USD,UBER,USD,future,True,False,True,"{'name': 'UBER-0924', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.005', 'sizeIncrement': '0.05', 'minProvideSize': '0.05', 'last': None, 'bid': '48.785', 'ask': '48.86', 'price': '48.8225', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'UBER', 'restricted': True, 'tokenizedEquity': True, 'highLeverageFeeExempt': False, 'change1h': '-0.015377634365231421', 'change24h': '-0.005398523045581869', 'changeBod': '0.0022067125115467516', 'quoteVolume24h': '0.0', 'volumeUsd24h': '0.0'}"
UBER/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.05, 'price': 0.005}","{'amount': {'min': 0.05, 'max': None}, 'price': {'min': 0.005, 'max': None}, 'cost': {'min': None, 'max': None}}",UBER/USD,UBER/USD,UBER,USD,UBER,USD,spot,False,True,True,"{'name': 'UBER/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.005', 'sizeIncrement': '0.05', 'minProvideSize': '0.05', 'last': '48.745', 'bid': '48.74', 'ask': '48.78', 'price': '48.745', 'type': 'spot', 'baseCurrency': 'UBER', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': True, 'tokenizedEquity': True, 'highLeverageFeeExempt': True, 'change1h': '-0.015252525252525252', 'change24h': '-0.006724401426388181', 'changeBod': '0.0', 'quoteVolume24h': '12.25625', 'volumeUsd24h': '12.25625'}"
