,percentage,tierBased,maker,taker,tiers,precision,limits,id,symbol,base,quote,baseId,quoteId,type,future,spot,active,info
UBXT/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1.0, 'price': 5e-06}","{'amount': {'min': 1.0, 'max': None}, 'price': {'min': 5e-06, 'max': None}, 'cost': {'min': None, 'max': None}}",UBXT/USD,UBXT/USD,UBXT,USD,UBXT,USD,spot,False,True,True,"{'name': 'UBXT/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '5e-6', 'sizeIncrement': '1.0', 'minProvideSize': '1.0', 'last': '0.036885', 'bid': '0.036875', 'ask': '0.037195', 'price': '0.036885', 'type': 'spot', 'baseCurrency': 'UBXT', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '-0.002164209387258217', 'change24h': '-0.013506285102968708', 'changeBod': '0.0', 'quoteVolume24h': '11638.17882', 'volumeUsd24h': '11638.17882'}"
UBXT/USDT,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1.0, 'price': 5e-06}","{'amount': {'min': 1.0, 'max': None}, 'price': {'min': 5e-06, 'max': None}, 'cost': {'min': None, 'max': None}}",UBXT/USDT,UBXT/USDT,UBXT,USDT,UBXT,USDT,spot,False,True,True,"{'name': 'UBXT/USDT', 'enabled': True, 'postOnly': False, 'priceIncrement': '5e-6', 'sizeIncrement': '1.0', 'minProvideSize': '1.0', 'last': '0.03696', 'bid': '0.036865', 'ask': '0.03719', 'price': '0.03696', 'type': 'spot', 'baseCurrency': 'UBXT', 'quoteCurrency': 'USDT', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '-0.0017555705604321405', 'change24h': '-0.013610888710968775', 'changeBod': '-0.002025111381125962', 'quoteVolume24h': '113228.72877', 'volumeUsd24h': '113226.88880315749'}"
UNI-PERP,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.1, 'price': 0.001}","{'amount': {'min': 0.1, 'max': None}, 'price': {'min': 0.001, 'max': None}, 'cost': {'min': None, 'max': None}}",UNI-PERP,UNI-PERP,UNI,USD,UNI,USD,future,True,False,True,"{'name': 'UNI-PERP', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.001', 'sizeIncrement': '0.1', 'minProvideSize': '0.1', 'last': '22.338', 'bid': '22.334', 'ask': '22.347', 'price': '22.338', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'UNI', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '0.0014345915897068053', 'change24h': '0.01407299800254222', 'changeBod': '0.024162120031176928', 'quoteVolume24h': '15496418.5548', 'volumeUsd24h': '15496418.5548'}"
UNI-0625,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.1, 'price': 0.001}","{'amount': {'min': 0.1, 'max': None}, 'price': {'min': 0.001, 'max': None}, 'cost': {'min': None, 'max': None}}",UNI-0625,UNI-0625,UNI,USD,UNI,USD,future,True,False,True,"{'name': 'UNI-0625', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.001', 'sizeIncrement': '0.1', 'minProvideSize': '0.1', 'last': '22.18', 'bid': '22.255', 'ask': '22.301', 'price': '22.255', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'UNI', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '0.0012146841821126506', 'change24h': '0.013941409631418288', 'changeBod': '0.02666420630161', 'quoteVolume24h': '537029.4446', 'volumeUsd24h': '537029.4446'}"
UNI-0924,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.1, 'price': 0.001}","{'amount': {'min': 0.1, 'max': None}, 'price': {'min': 0.001, 'max': None}, 'cost': {'min': None, 'max': None}}",UNI-0924,UNI-0924,UNI,USD,UNI,USD,future,True,False,True,"{'name': 'UNI-0924', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.001', 'sizeIncrement': '0.1', 'minProvideSize': '0.1', 'last': '22.806', 'bid': '22.813', 'ask': '22.853', 'price': '22.813', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'UNI', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '-0.0014881603711647043', 'change24h': '0.01202200337148434', 'changeBod': '0.025026959022286126', 'quoteVolume24h': '21226.4225', 'volumeUsd24h': '21226.4225'}"
UNI/BTC,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.05, 'price': 5e-08}","{'amount': {'min': 0.05, 'max': None}, 'price': {'min': 5e-08, 'max': None}, 'cost': {'min': None, 'max': None}}",UNI/BTC,UNI/BTC,UNI,BTC,UNI,BTC,spot,False,True,True,"{'name': 'UNI/BTC', 'enabled': True, 'postOnly': False, 'priceIncrement': '5e-8', 'sizeIncrement': '0.05', 'minProvideSize': '0.05', 'last': '0.00057195', 'bid': '0.00057315', 'ask': '0.0005745', 'price': '0.00057315', 'type': 'spot', 'baseCurrency': 'UNI', 'quoteCurrency': 'BTC', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '-0.004169924420119885', 'change24h': '0.008090757189341307', 'changeBod': '0.008179419525065963', 'quoteVolume24h': '0.2775578375', 'volumeUsd24h': '10817.982950048132'}"
UNI/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.1, 'price': 0.001}","{'amount': {'min': 0.1, 'max': None}, 'price': {'min': 0.001, 'max': None}, 'cost': {'min': None, 'max': None}}",UNI/USD,UNI/USD,UNI,USD,UNI,USD,spot,False,True,True,"{'name': 'UNI/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.001', 'sizeIncrement': '0.1', 'minProvideSize': '0.1', 'last': '22.328', 'bid': '22.326', 'ask': '22.343', 'price': '22.328', 'type': 'spot', 'baseCurrency': 'UNI', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '0.0010311589329746694', 'change24h': '0.013159088846537798', 'changeBod': '0.02450215655685051', 'quoteVolume24h': '1320991.4107', 'volumeUsd24h': '1320991.4107'}"
UNI/USDT,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.05, 'price': 0.001}","{'amount': {'min': 0.05, 'max': None}, 'price': {'min': 0.001, 'max': None}, 'cost': {'min': None, 'max': None}}",UNI/USDT,UNI/USDT,UNI,USDT,UNI,USDT,spot,False,True,True,"{'name': 'UNI/USDT', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.001', 'sizeIncrement': '0.05', 'minProvideSize': '0.05', 'last': '22.323', 'bid': '22.316', 'ask': '22.346', 'price': '22.323', 'type': 'spot', 'baseCurrency': 'UNI', 'quoteCurrency': 'USDT', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '0.0008518651362984218', 'change24h': '0.01334604385128694', 'changeBod': '0.024225739848589126', 'quoteVolume24h': '164099.76375', 'volumeUsd24h': '164097.09712883906'}"
UNISWAP-PERP,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.0001, 'price': 25.0}","{'amount': {'min': 0.0001, 'max': None}, 'price': {'min': 25.0, 'max': None}, 'cost': {'min': None, 'max': None}}",UNISWAP-PERP,UNISWAP-PERP,UNISWAP,USD,UNISWAP,USD,future,True,False,True,"{'name': 'UNISWAP-PERP', 'enabled': True, 'postOnly': False, 'priceIncrement': '25.0', 'sizeIncrement': '0.0001', 'minProvideSize': '0.0001', 'last': '47200.0', 'bid': '47450.0', 'ask': '47800.0', 'price': '47450.0', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'UNISWAP', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '0.0', 'change24h': '0.013888888888888888', 'changeBod': '0.015516318887105404', 'quoteVolume24h': '247286.205', 'volumeUsd24h': '247286.205'}"
UNISWAP-0625,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.0001, 'price': 25.0}","{'amount': {'min': 0.0001, 'max': None}, 'price': {'min': 25.0, 'max': None}, 'cost': {'min': None, 'max': None}}",UNISWAP-0625,UNISWAP-0625,UNISWAP,USD,UNISWAP,USD,future,True,False,True,"{'name': 'UNISWAP-0625', 'enabled': True, 'postOnly': False, 'priceIncrement': '25.0', 'sizeIncrement': '0.0001', 'minProvideSize': '0.0001', 'last': '46975.0', 'bid': '46350.0', 'ask': '46775.0', 'price': '46775.0', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'UNISWAP', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '0.0', 'change24h': '0.01684782608695652', 'changeBod': '0.01684782608695652', 'quoteVolume24h': '179643.8875', 'volumeUsd24h': '179643.8875'}"
UNISWAP-0924,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.0001, 'price': 25.0}","{'amount': {'min': 0.0001, 'max': None}, 'price': {'min': 25.0, 'max': None}, 'cost': {'min': None, 'max': None}}",UNISWAP-0924,UNISWAP-0924,UNISWAP,USD,UNISWAP,USD,future,True,False,True,"{'name': 'UNISWAP-0924', 'enabled': True, 'postOnly': False, 'priceIncrement': '25.0', 'sizeIncrement': '0.0001', 'minProvideSize': '0.0001', 'last': '45050.0', 'bid': '44325.0', 'ask': '44725.0', 'price': '44725.0', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'UNISWAP', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '-0.0005586592178770949', 'change24h': '0.00731981981981982', 'changeBod': '0.021118721461187213', 'quoteVolume24h': '64803.9', 'volumeUsd24h': '64803.9'}"
USDT-PERP,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1.0, 'price': 0.0001}","{'amount': {'min': 1.0, 'max': None}, 'price': {'min': 0.0001, 'max': None}, 'cost': {'min': None, 'max': None}}",USDT-PERP,USDT-PERP,USDT,USD,USDT,USD,future,True,False,True,"{'name': 'USDT-PERP', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.0001', 'sizeIncrement': '1.0', 'minProvideSize': '1.0', 'last': '1.0', 'bid': '1.0', 'ask': '1.0001', 'price': '1.0', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'USDT', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '0.0', 'change24h': '0.0', 'changeBod': '0.00010001000100010001', 'quoteVolume24h': '1990653.3212', 'volumeUsd24h': '1990653.3212'}"
USDT-0625,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1.0, 'price': 0.0001}","{'amount': {'min': 1.0, 'max': None}, 'price': {'min': 0.0001, 'max': None}, 'cost': {'min': None, 'max': None}}",USDT-0625,USDT-0625,USDT,USD,USDT,USD,future,True,False,True,"{'name': 'USDT-0625', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.0001', 'sizeIncrement': '1.0', 'minProvideSize': '1.0', 'last': '0.9994', 'bid': '0.9993', 'ask': '0.9994', 'price': '0.9994', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'USDT', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '0.0', 'change24h': '0.0', 'changeBod': '0.0', 'quoteVolume24h': '300741.6678', 'volumeUsd24h': '300741.6678'}"
USDT-0924,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1.0, 'price': 0.0001}","{'amount': {'min': 1.0, 'max': None}, 'price': {'min': 0.0001, 'max': None}, 'cost': {'min': None, 'max': None}}",USDT-0924,USDT-0924,USDT,USD,USDT,USD,future,True,False,True,"{'name': 'USDT-0924', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.0001', 'sizeIncrement': '1.0', 'minProvideSize': '1.0', 'last': '0.9982', 'bid': '0.9983', 'ask': '0.9986', 'price': '0.9983', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'USDT', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '0.0', 'change24h': '-0.00040052067687994393', 'changeBod': '-0.00010016025641025641', 'quoteVolume24h': '593655.2401', 'volumeUsd24h': '593655.2401'}"
USDT/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.01, 'price': 0.0001}","{'amount': {'min': 0.01, 'max': None}, 'price': {'min': 0.0001, 'max': None}, 'cost': {'min': None, 'max': None}}",USDT/USD,USDT/USD,USDT,USD,USDT,USD,spot,False,True,True,"{'name': 'USDT/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.0001', 'sizeIncrement': '0.01', 'minProvideSize': '0.01', 'last': '0.9999', 'bid': '0.9998', 'ask': '0.9999', 'price': '0.9999', 'type': 'spot', 'baseCurrency': 'USDT', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '0.0', 'change24h': '-0.0001', 'changeBod': '-0.0001', 'quoteVolume24h': '61328095.09993', 'volumeUsd24h': '61328095.09993'}"
USO-0625,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.01, 'price': 0.005}","{'amount': {'min': 0.01, 'max': None}, 'price': {'min': 0.005, 'max': None}, 'cost': {'min': None, 'max': None}}",USO-0625,USO-0625,USO,USD,USO,USD,future,True,False,True,"{'name': 'USO-0625', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.005', 'sizeIncrement': '0.01', 'minProvideSize': '0.01', 'last': '48.925', 'bid': '48.045', 'ask': '48.165', 'price': '48.165', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'USO', 'restricted': True, 'tokenizedEquity': True, 'highLeverageFeeExempt': False, 'change1h': '-0.013113410511218114', 'change24h': '-0.023418491484184914', 'changeBod': '-0.008032128514056224', 'quoteVolume24h': '0.0', 'volumeUsd24h': '0.0'}"
USO-0924,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.01, 'price': 0.005}","{'amount': {'min': 0.01, 'max': None}, 'price': {'min': 0.005, 'max': None}, 'cost': {'min': None, 'max': None}}",USO-0924,USO-0924,USO,USD,USO,USD,future,True,False,True,"{'name': 'USO-0924', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.005', 'sizeIncrement': '0.01', 'minProvideSize': '0.01', 'last': '48.125', 'bid': '48.13', 'ask': '48.185', 'price': '48.13', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'USO', 'restricted': True, 'tokenizedEquity': True, 'highLeverageFeeExempt': False, 'change1h': '-0.014032571955341596', 'change24h': '-0.024918962722852513', 'changeBod': '-0.009466968512039514', 'quoteVolume24h': '119.73255', 'volumeUsd24h': '119.73255'}"
USO/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.01, 'price': 0.005}","{'amount': {'min': 0.01, 'max': None}, 'price': {'min': 0.005, 'max': None}, 'cost': {'min': None, 'max': None}}",USO/USD,USO/USD,USO,USD,USO,USD,spot,False,True,True,"{'name': 'USO/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.005', 'sizeIncrement': '0.01', 'minProvideSize': '0.01', 'last': '48.265', 'bid': '48.055', 'ask': '48.265', 'price': '48.265', 'type': 'spot', 'baseCurrency': 'USO', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': True, 'tokenizedEquity': True, 'highLeverageFeeExempt': True, 'change1h': '-0.008830475408152788', 'change24h': '-0.022282994024106148', 'changeBod': '-0.00852506162695152', 'quoteVolume24h': '143.0703', 'volumeUsd24h': '143.0703'}"
VET-PERP,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1.0, 'price': 5e-06}","{'amount': {'min': 1.0, 'max': None}, 'price': {'min': 5e-06, 'max': None}, 'cost': {'min': None, 'max': None}}",VET-PERP,VET-PERP,VET,USD,VET,USD,future,True,False,True,"{'name': 'VET-PERP', 'enabled': True, 'postOnly': False, 'priceIncrement': '5e-6', 'sizeIncrement': '1.0', 'minProvideSize': '1.0', 'last': '0.10938', 'bid': '0.109365', 'ask': '0.109415', 'price': '0.10938', 'type': 'future', 'baseCurrency': None, 'quoteCurrency': None, 'underlying': 'VET', 'restricted': False, 'highLeverageFeeExempt': False, 'change1h': '0.00806414450946961', 'change24h': '0.026463963963963964', 'changeBod': '0.017299107142857144', 'quoteVolume24h': '9090309.021935', 'volumeUsd24h': '9090309.021935'}"
